Descrip,CaseID,Agency,Date,Location,City,State,latitude,longitude,LatLong
ARMED ROBBERY,20140601-0950-02,Charlotte-Mecklenburg Police,6/1/2014 9:50,3400 BLOCK ST VARDELL LN,Charlotte,North Carolina,35.200115,-80.880438,35.200115:-80.880438
SUSPICIOUS VEHICLE,O0601094303,Charlotte-Mecklenburg Police,6/1/2014 9:43,2700 BLOCK TUCKASEEGEE RD,Charlotte,North Carolina,35.239471,-80.875548,35.239471:-80.875548
COMMERCIAL BURGLARY,20140601-0928-00,Charlotte-Mecklenburg Police,6/1/2014 9:28,700 BLOCK LOUISE AV,Charlotte,North Carolina,35.220531,-80.821731,35.220531:-80.821731
LARCENY FROM AUTO,20140601-0926-00,Charlotte-Mecklenburg Police,6/1/2014 9:26,2700 BLOCK PARKWAY AV,Charlotte,North Carolina,35.239302,-80.879979,35.239302:-80.879979
SUSPICIOUS PERSON,O0601092301,Charlotte-Mecklenburg Police,6/1/2014 9:23,LAWYERS RD & COVINGTON COMMONS DR,Charlotte,North Carolina,35.198764,-80.719192,35.198764:-80.719192
LARCENY FROM AUTO,20140601-0919-04,Charlotte-Mecklenburg Police,6/1/2014 9:19,9800 BLOCK BAYVIEW PY,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
NON-AGGRAVATED ASSAULT,20140601-0917-01,Charlotte-Mecklenburg Police,6/1/2014 9:17,300 BLOCK S RAMSEY ST,Charlotte,North Carolina,35.265598,-80.8877,35.265598:-80.8877
LARCENY-OTHER,20140601-0914-02,Huntersville Police,6/1/2014 9:14,7400 BLOCK GILDERSTERN GLEN CT,Charlotte,North Carolina,35.436267,-80.902908,35.436267:-80.902908
COMMERCIAL BURGLARY,20140601-0905-00,Charlotte-Mecklenburg Police,6/1/2014 9:05,2500 BLOCK MOUNT HOLLY HUNTERSVILLE RD,Charlotte,North Carolina,35.316957,-80.957542,35.316957:-80.957542
LARCENY FROM AUTO,20140601-0901-00,Charlotte-Mecklenburg Police,6/1/2014 9:01,5700 BLOCK N TRYON ST,Charlotte,North Carolina,35.263117,-80.77096,35.263117:-80.77096
NON-AGGRAVATED ASSAULT,20140601-0901-01,Charlotte-Mecklenburg Police,6/1/2014 9:01,4400 BLOCK ESHERWOOD LN,Charlotte,North Carolina,35.070882,-80.764839,35.070882:-80.764839
AUTO THEFT,20140601-0851-00,Charlotte-Mecklenburg Police,6/1/2014 8:51,7300 BLOCK HAGEN CT,Charlotte,North Carolina,35.304903,-80.769398,35.304903:-80.769398
NON-AGGRAVATED ASSAULT,20140601-0833-01,Charlotte-Mecklenburg Police,6/1/2014 8:33,4800 BLOCK LYERLY DR,Charlotte,North Carolina,35.246915,-80.771663,35.246915:-80.771663
SUSPICIOUS VEHICLE,O0601082500,Charlotte-Mecklenburg Police,6/1/2014 8:25,5300 BLOCK AMITY SPRINGS DR,Charlotte,North Carolina,35.199384,-80.759186,35.199384:-80.759186
SUSPICIOUS VEHICLE,O0601082200,Charlotte-Mecklenburg Police,6/1/2014 8:22,1800 BLOCK CARMENET LN,Charlotte,North Carolina,35.29939,-80.962063,35.29939:-80.962063
LARCENY-OTHER,20140601-0819-03,Charlotte-Mecklenburg Police,6/1/2014 8:19,6500 BLOCK NATIONS FORD RD,Charlotte,North Carolina,35.161893,-80.896275,35.161893:-80.896275
VANDALISM,20140601-0819-01,Charlotte-Mecklenburg Police,6/1/2014 8:19,2900 BLOCK IRON GATE LN,Charlotte,North Carolina,35.199085,-80.758189,35.199085:-80.758189
SUSPICIOUS VEHICLE,O0601081704,Charlotte-Mecklenburg Police,6/1/2014 8:17,2600 BLOCK LITTLE ROCK RD,Charlotte,North Carolina,35.243988,-80.938021,35.243988:-80.938021
NON-AGGRAVATED ASSAULT,20140601-0809-01,Charlotte-Mecklenburg Police,6/1/2014 8:09,4200 BLOCK RUTGERS AV,Charlotte,North Carolina,35.267851,-80.796728,35.267851:-80.796728
LARCENY FROM AUTO,20140601-0804-00,Charlotte-Mecklenburg Police,6/1/2014 8:04,11300 BLOCK BREEZEHILL LN,Charlotte,North Carolina,35.323412,-80.69057,35.323412:-80.69057
VANDALISM,20140601-0754-02,Charlotte-Mecklenburg Police,6/1/2014 7:54,2400 BLOCK ALLERTON WY,Charlotte,North Carolina,35.287637,-80.727401,35.287637:-80.727401
FRAUD,20140601-0741-01,Charlotte-Mecklenburg Police,6/1/2014 7:41,600 BLOCK S COLLEGE ST,Charlotte,North Carolina,35.222474,-80.84798,35.222474:-80.84798
SUSPICIOUS VEHICLE,O0601073902,Charlotte-Mecklenburg Police,6/1/2014 7:39,3000 BLOCK BEATTIES FORD RD,Charlotte,North Carolina,35.275412,-80.85463,35.275412:-80.85463
RESIDENTIAL BURGLARY,20140601-0738-01,Charlotte-Mecklenburg Police,6/1/2014 7:38,1100 BLOCK OAKLAWN AV,Charlotte,North Carolina,35.246594,-80.839985,35.246594:-80.839985
LARCENY FROM AUTO,20140601-0735-01,Charlotte-Mecklenburg Police,6/1/2014 7:35,4800 BLOCK SPRING LAKE DR,Charlotte,North Carolina,35.223018,-80.747791,35.223018:-80.747791
AUTO THEFT,20140601-0719-01,Charlotte-Mecklenburg Police,6/1/2014 7:19,2800 BLOCK HOSTA DR,Charlotte,North Carolina,35.299056,-80.805233,35.299056:-80.805233
SUSPICIOUS VEHICLE,O0601071802,Charlotte-Mecklenburg Police,6/1/2014 7:18,2400 BLOCK RACHEL ST,Charlotte,North Carolina,35.252656,-80.830189,35.252656:-80.830189
NON-AGGRAVATED ASSAULT,20140601-0651-03,Charlotte-Mecklenburg Police,6/1/2014 6:51,2500 BLOCK DR CARVER RD,Charlotte,North Carolina,35.216985,-80.889795,35.216985:-80.889795
LARCENY FROM AUTO,20140601-0650-03,Charlotte-Mecklenburg Police,6/1/2014 6:50,1700 BLOCK STROUD PARK CT,Charlotte,North Carolina,35.247204,-80.841782,35.247204:-80.841782
LARCENY FROM AUTO,20140601-0649-00,Charlotte-Mecklenburg Police,6/1/2014 6:49,9900 BLOCK BELLA MARCHE DR,Charlotte,North Carolina,35.202027,-80.689178,35.202027:-80.689178
VANDALISM,20140601-0645-02,Charlotte-Mecklenburg Police,6/1/2014 6:45,3800 BLOCK NANCY CREEK RD,Charlotte,North Carolina,35.074925,-80.753491,35.074925:-80.753491
LARCENY-OTHER,20140601-0631-01,Charlotte-Mecklenburg Police,6/1/2014 6:31,1000 BLOCK MAYFIELD TERRACE DR,Charlotte,North Carolina,35.148983,-80.761466,35.148983:-80.761466
VANDALISM,20140601-0630-01,Charlotte-Mecklenburg Police,6/1/2014 6:30,4000 BLOCK RAVEN ROCK CT,Charlotte,North Carolina,35.069193,-80.744889,35.069193:-80.744889
COMMERCIAL BURGLARY,20140601-0606-01,Charlotte-Mecklenburg Police,6/1/2014 6:06,1900 BLOCK W ARROWOOD RD,Charlotte,North Carolina,35.144318,-80.920967,35.144318:-80.920967
SUSPICIOUS PERSON,O0601055600,Charlotte-Mecklenburg Police,6/1/2014 5:56,8900 BLOCK NATIONS FORD RD,Charlotte,North Carolina,35.136429,-80.891915,35.136429:-80.891915
VANDALISM,20140601-0458-00,Charlotte-Mecklenburg Police,6/1/2014 4:58,6600 BLOCK BUNKER HILL CR,Charlotte,North Carolina,35.126672,-80.846057,35.126672:-80.846057
SUSPICIOUS PERSON,O0601044900,Charlotte-Mecklenburg Police,6/1/2014 4:49,2200 BLOCK ALMA CT,Charlotte,North Carolina,35.266229,-80.838345,35.266229:-80.838345
AUTO THEFT,20140601-0442-01,Charlotte-Mecklenburg Police,6/1/2014 4:42,3600 BLOCK E INDEPENDENCE BV,Charlotte,North Carolina,35.200998,-80.782724,35.200998:-80.782724
SUSPICIOUS VEHICLE,O0601043503,Charlotte-Mecklenburg Police,6/1/2014 4:35,FERNWOOD DR & THERMAL RD,Charlotte,North Carolina,35.156717,-80.755704,35.156717:-80.755704
SUSPICIOUS PERSON,O0601043502,Charlotte-Mecklenburg Police,6/1/2014 4:35,5400 BLOCK PEACH PLACE LN,Charlotte,North Carolina,35.293381,-80.880136,35.293381:-80.880136
SUSPICIOUS VEHICLE,O0601042700,Charlotte-Mecklenburg Police,6/1/2014 4:27,1900 BLOCK CAMP GREENE ST,Charlotte,North Carolina,35.232521,-80.883484,35.232521:-80.883484
SUSPICIOUS VEHICLE,O0601042000,Charlotte-Mecklenburg Police,6/1/2014 4:20,4500 BLOCK ROSE RIDGE PL,Charlotte,North Carolina,35.196179,-80.893386,35.196179:-80.893386
AGGRAVATED ASSAULT-GUN,20140601-0418-03,Charlotte-Mecklenburg Police,6/1/2014 4:18,2700 BLOCK MAYFLOWER RD,Charlotte,North Carolina,35.213476,-80.881048,35.213476:-80.881048
SUSPICIOUS PERSON,O0601041301,Charlotte-Mecklenburg Police,6/1/2014 4:13,4700 BLOCK BEAM RD,Charlotte,North Carolina,35.189025,-80.93024,35.189025:-80.93024
SUSPICIOUS PERSON,O0601040401,Charlotte-Mecklenburg Police,6/1/2014 4:04,FOUR MILE CREEK RD & GOLF RIDGE DR,Charlotte,North Carolina,35.073923,-80.793511,35.073923:-80.793511
SUSPICIOUS PERSON,O0601040400,Charlotte-Mecklenburg Police,6/1/2014 4:04,9100 BLOCK MONROE RD,Charlotte,North Carolina,35.14667,-80.744742,35.14667:-80.744742
SUSPICIOUS VEHICLE,O0601040000,Charlotte-Mecklenburg Police,6/1/2014 4:00,6000 BLOCK E INDEPENDENCE BV,Charlotte,North Carolina,35.180233,-80.75402,35.180233:-80.75402
DRIVING WHILE IMPAIRED,20140601-0356-01,Charlotte-Mecklenburg Police,6/1/2014 3:56,13500 BLOCK LANCASTER HY,Charlotte,North Carolina,35.049134,-80.86722,35.049134:-80.86722
SUSPICIOUS VEHICLE,O0601034000,Charlotte-Mecklenburg Police,6/1/2014 3:41,200 BLOCK WITHERSHINN DR,Charlotte,North Carolina,35.345744,-80.713166,35.345744:-80.713166
AUTO THEFT,20140601-0337-02,Charlotte-Mecklenburg Police,6/1/2014 3:37,9500 BLOCK PROVIDENCE RD,Charlotte,North Carolina,35.080226,-80.772296,35.080226:-80.772296
NON-AGGRAVATED ASSAULT,20140601-0335-00,Charlotte-Mecklenburg Police,6/1/2014 3:35,3700 BLOCK PEACE ST,Charlotte,North Carolina,35.240705,-80.776987,35.240705:-80.776987
SUSPICIOUS PERSON,O0601031001,Charlotte-Mecklenburg Police,6/1/2014 3:10,8100 BLOCK CEDAR GLEN DR,Charlotte,North Carolina,35.160139,-80.750768,35.160139:-80.750768
NON-AGGRAVATED ASSAULT,20140601-0254-01,Charlotte-Mecklenburg Police,6/1/2014 2:54,4800 BLOCK SPRING LAKE DR,Charlotte,North Carolina,35.223018,-80.747791,35.223018:-80.747791
SUSPICIOUS PERSON,O0601023700,Charlotte-Mecklenburg Police,6/1/2014 2:37,MARKHAM WOODS CT & TRIBUNE DR,Charlotte,North Carolina,35.271537,-80.975028,35.271537:-80.975028
SUSPICIOUS VEHICLE,O0601022300,Charlotte-Mecklenburg Police,6/1/2014 2:23,9300 BLOCK KENDALL DR,Charlotte,North Carolina,35.269076,-80.85884,35.269076:-80.85884
SUSPICIOUS PERSON,O0601021700,Charlotte-Mecklenburg Police,6/1/2014 2:17,7500 BLOCK IDLEWILD RD,Charlotte,North Carolina,35.186264,-80.737088,35.186264:-80.737088
SUSPICIOUS PERSON,O0601020303,Charlotte-Mecklenburg Police,6/1/2014 2:03,10000 BLOCK HAZELVIEW DR,Charlotte,North Carolina,35.031142,-80.831962,35.031142:-80.831962
NON-AGGRAVATED ASSAULT,20140601-0203-01,Charlotte-Mecklenburg Police,6/1/2014 2:03,900 BLOCK S SUMMIT AV,Charlotte,North Carolina,35.227775,-80.864155,35.227775:-80.864155
SUSPICIOUS VEHICLE,O0601020201,Charlotte-Mecklenburg Police,6/1/2014 2:02,5700 BLOCK AIRPORT DR,Charlotte,North Carolina,35.205803,-80.928385,35.205803:-80.928385
NON-AGGRAVATED ASSAULT,20140601-0200-01,Charlotte-Mecklenburg Police,6/1/2014 2:00,2300 BLOCK COURTNEY OAKS RD,Charlotte,North Carolina,35.162301,-80.918755,35.162301:-80.918755
TRESPASS,20140601-0153-02,Charlotte-Mecklenburg Police,6/1/2014 1:53,8500 BLOCK N TRYON ST,Charlotte,North Carolina,35.304134,-80.750711,35.304134:-80.750711
SUSPICIOUS VEHICLE,O0601014802,Charlotte-Mecklenburg Police,6/1/2014 1:48,9700 BLOCK OLD STATESVILLE RD,Charlotte,North Carolina,35.35424,-80.822571,35.35424:-80.822571
LARCENY-SHOPLIFTING,20140601-0130-00,Charlotte-Mecklenburg Police,6/1/2014 1:30,700 BLOCK W TRADE ST,Charlotte,North Carolina,35.232434,-80.848615,35.232434:-80.848615
RESIDENTIAL BURGLARY,20140601-0122-02,Charlotte-Mecklenburg Police,6/1/2014 1:22,5200 BLOCK GRENELEFE VILLAGE RD,Charlotte,North Carolina,35.297452,-80.807759,35.297452:-80.807759
SUSPICIOUS PERSON,O0601012200,Charlotte-Mecklenburg Police,6/1/2014 1:22,5800 BLOCK SLOPING OAKS RD,Charlotte,North Carolina,35.222906,-80.748134,35.222906:-80.748134
NON-AGGRAVATED ASSAULT,20140601-0119-03,Charlotte-Mecklenburg Police,6/1/2014 1:19,3300 BLOCK FORESTBROOK DR,Charlotte,North Carolina,35.241401,-80.914069,35.241401:-80.914069
SUSPICIOUS PERSON,O0601010200,Charlotte-Mecklenburg Police,6/1/2014 1:02,6400 BLOCK COUNTRYSIDE DR,Charlotte,North Carolina,35.27493,-80.768764,35.27493:-80.768764
POSSESSION OF MARIJUANA,20140601-0059-02,Charlotte-Mecklenburg Police,6/1/2014 0:59,900 BLOCK TYVOLA RD,Charlotte,North Carolina,35.165535,-80.879811,35.165535:-80.879811
SUSPICIOUS PERSON,O0601005702,Charlotte-Mecklenburg Police,6/1/2014 0:57,HICKORY GROVE RD & N SHARON AMITY RD,Charlotte,North Carolina,35.224342,-80.748733,35.224342:-80.748733
ALCOHOL VIOLATION-OTHER,20140601-0057-03,Charlotte-Mecklenburg Police,6/1/2014 0:57,4300 BLOCK SEQUOIA RED LN,Charlotte,North Carolina,35.105361,-80.803053,35.105361:-80.803053
NON-AGGRAVATED ASSAULT,20140601-0045-03,Charlotte-Mecklenburg Police,6/1/2014 0:45,1800 BLOCK NANTUCKETT LN,Charlotte,North Carolina,35.111885,-80.767718,35.111885:-80.767718
SUSPICIOUS VEHICLE,O0601004502,Charlotte-Mecklenburg Police,6/1/2014 0:45,6600 BLOCK PLOTT RD,Charlotte,North Carolina,35.230091,-80.719871,35.230091:-80.719871
ARMED ROBBERY,20140601-0044-01,Charlotte-Mecklenburg Police,6/1/2014 0:44,4800 BLOCK SPRING LAKE DR,Charlotte,North Carolina,35.223018,-80.747791,35.223018:-80.747791
NON-AGGRAVATED ASSAULT,20140601-0044-03,Charlotte-Mecklenburg Police,6/1/2014 0:44,500 BLOCK WEDNESBURY BV,Charlotte,North Carolina,35.340576,-80.710417,35.340576:-80.710417
SUSPICIOUS PERSON,O0601003803,Charlotte-Mecklenburg Police,6/1/2014 0:38,OAK DR & OLD STATESVILLE RD,Charlotte,North Carolina,35.319458,-80.829417,35.319458:-80.829417
SUSPICIOUS VEHICLE,O0601003700,Charlotte-Mecklenburg Police,6/1/2014 0:37,4500 BLOCK WOODS END LN,Charlotte,North Carolina,35.080935,-80.797021,35.080935:-80.797021
NON-AGGRAVATED ASSAULT,20140601-0036-01,Charlotte-Mecklenburg Police,6/1/2014 0:36,300 BLOCK N COLLEGE ST,Charlotte,North Carolina,35.227841,-80.839474,35.227841:-80.839474
CONCEALED WEAPON-FIREARM,20140601-0028-01,Charlotte-Mecklenburg Police,6/1/2014 0:28,900 BLOCK TYVOLA RD,Charlotte,North Carolina,35.165535,-80.879811,35.165535:-80.879811
SUSPICIOUS PERSON,O0601001301,Charlotte-Mecklenburg Police,6/1/2014 0:13,1700 BLOCK STROUD PARK CT,Charlotte,North Carolina,35.247204,-80.841782,35.247204:-80.841782
NON-AGGRAVATED ASSAULT,20140601-0011-00,Charlotte-Mecklenburg Police,6/1/2014 0:11,9300 BLOCK HORSESHOE BEND DR,Charlotte,North Carolina,35.271876,-80.687994,35.271876:-80.687994
LARCENY FROM AUTO,20140601-0007-03,Charlotte-Mecklenburg Police,6/1/2014 0:07,10000 BLOCK MOORES CHAPEL LP,Charlotte,North Carolina,35.245664,-81.004337,35.245664:-81.004337
SUSPICIOUS PERSON,O0601000201,Charlotte-Mecklenburg Police,6/1/2014 0:02,1900 BLOCK DELAWARE DR,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
SUSPICIOUS PERSON,O0601000001,Charlotte-Mecklenburg Police,6/1/2014 0:00,ENDERLY RD & FREEDOM DR,Charlotte,North Carolina,35.239459,-80.885144,35.239459:-80.885144
